Mes,C. CUSTOS,ÁREA,OPEX,CAPEX
2026-12,10020014.0,AE-CT.116776/2019-CORTE E RELIGAÇÃO,2567.5090548505764,0.0
2026-12,10020023.0,AE-CT.124.179/2020 - LIES CAPITAL,11314.543617727786,0.0
2026-12,10020036.0,AE-CT.4600001644/2022 – IMPLANTAÇÃO MLA,11.175500011171353,0.0
2026-12,10020037.0,AE-CT.4600001645/2022 – O&M,30230.958032813855,0.0
2026-12,10020040.0,AE-CT.4600002346/2023 - RESGATE DE RECEITAS,164277.69649562935,0.0
2026-12,10010022.0,ALMOXARIFADO,22304.196849152337,0.0
2026-12,1200.0,AMAZONAS ENERGIA,182.3060204545454,0.0
2026-12,10010034.0,AMBULATÓRIO,76.7309830767025,0.0
2026-12,10010036.0,COMUNICAÇÃO,25.79757722240204,0.0
2026-12,10010033.0,DEPARTAMENTO PESSOAL,83.81625008378514,0.0
2026-12,10020001.0,DIRETORIA TEC.OPER.,400.6673825511657,0.0
2026-12,10010001.0,DIRETORIA-ADM,3326.6811610099635,0.0
2026-12,10010002.0,FINANCEIRO,60.537683560515234,0.0
2026-12,10020003.0,FROTA,67755.01581889717,0.0
2026-12,10010008.0,JURIDICO,389.55557938941104,0.0
2026-12,10020034.0,LABORATÓRIO DE ENSAIOS E MEDIÇÕES(LEM),1431.760359431229,0.0
2026-12,nan,LIES RR,4902.800000000001,0.0
2026-12,10020038.0,MANUTENÇÃO PROGRAMADA INTERIOR,14.910467272727267,0.0
2026-12,10020043.0,OBRAS CONSTRUÇÕES DIVERSAS,36.666815536653196,0.0
2026-12,10220006.0,OC. 17.104/2021 MANUT LEVE RR,7562.184447382773,0.0
2026-12,10220010.0,OC. 4600002483/2024 – MANUTENÇÃO PESADA,70636.97769235818,0.0
2026-12,10220011.0,OC. 4600002484/2024 – MANUTENÇÃO LEVE,197013.05482915518,0.0
2026-12,10220012.0,OC. 4600002487/2024 – LINHA VIVA PESADA,1822.1874886055366,0.0
2026-12,10220014.0,OC. 4600002976/2025 - CORTE E LIGAÇÃO - CAPITAL,37508.34985588447,0.0
2026-12,10220005.0,OFICINA MECANICA RORAIMA,3241.4664113090803,0.0
2026-12,10020019.0,OFICINA MECÂNICA,396159.51272760285,0.0
2026-12,10010010.0,PATRIMÔNIO,5267.672077467875,0.0
2026-12,10010024.0,PLANEJAMENTO E PROJETOS,130.68629713063783,0.0
2026-12,10010006.0,RECURSOS HUMANOS,173.35435617329003,0.0
2026-12,10010014.0,SESMT,2454.545536519278,0.0
2026-12,10010012.0,SGQ E COMPLIANCE,325.0235818857186,0.0
2026-12,10010031.0,SI - SISTEMA DE INFORMAÇÃO,67.06417556703931,0.0
2026-12,10010020.0,SISTEMA DE GESTÃO INTEGRADA,9.309191509305737,0.0
2026-12,10010007.0,SUPRIMENTOS,287.7467742876401,0.0
2026-12,10010009.0,TI,1378.3239882708074,0.0
2026-12,10020003.0,TRANSPORTES,1212.2400127117903,0.0
